Customer Code,DaysPresent,Revenue
CME0137,0,0
CME0143,3871,7875296.46
CME0144,3870,12469485.89
CME0145,3870,50592477.02
CME0146,3870,38151072.73
CME0151,3678,26401406.15
CME0153,3640,2014283.48
CME0159,3153,0
CME0160,3067,1148736.32
CME0168,2910,20196271.79
CME0172,0,0
CME0182,2388,15773967.42
CME0183,2388,2902321.34
CME0184,2388,4795920.14
CME0186,0,0
CME0188,0,0
CME0194,394,6398696.2
CME0195,393,5586668.24
CME0196,393,120964.16
CME0197,393,3537247.48
CME0198,184,455691.36
CME0912,2149,299111.66
CME0915,0,0
CME0918,1936,146940.58
CME0919,1934,11130781.61
CME0923,1225,4652791.06
CME0924,1785,2845769.03
CME0925,1760,6068390.19
CME0927,1723,2357568.48
CME0929,0,0
CME0930,0,0
CME0933,0,0
CME0934,1604,3279666.77
CME0935,1574,4449184.81
CME0937,1430,1786098.58
CME0938,0,0
CME0940,1217,4729519.23
CME0950,1420,4652157.7
CME0951,1212,279105.7
CME0970,1296,33327382.22
CME0971,0,0
CME0973,1196,2249415.52
CME0975,1070,5742766.36
CME0978,1029,39280.56
CME0979,0,0
CME0980,974,1689127
CME0981,972,6264186.23
CME0982,968,0
CME0983,964,435991.6
CME0984,947,11290843.7
CME0989,863,1070987.62
CME0990,0,0
CME0991,800,1526027.06
CME0992,790,5068504.18
CME0993,786,1137507.62
CME0996,751,0
CME1000,0,0
CME1002,716,1517860
CME1008,716,1178424.94
CME1012,716,844270.32
CME1013,0,0
CME1014,716,53297245.55
CME1018,700,1642.34
CME1019,688,25059234.49
CME1020,0,0
CME1022,609,84256.74
CME1023,580,936852.64
CME1024,567,853866.58
CME1027,0,0
CME1028,547,44118.58
CME1029,542,3518744.88
CME1030,0,0
CME1031,482,6952590.2
CME1032,0,0
CME1033,0,0
CME1034,455,27171526.35
CME1035,394,4377901.78
CME1036,0,0
CME1037,0,0
CME1038,373,473446.56
CME1039,373,157815.52
CME1040,373,86971.94
CME1045,370,1594347.3
CME1046,0,0
CME1047,357,3409106.69
CME1048,357,1439827.83
CME1049,356,132461.54
CME1050,354,8321798.82
CME1051,334,1590339.92
CME1052,332,24863487.54
CME1053,0,0
CME1054,290,20588683.76
CME1056,248,781299.44
CME1058,0,0
CME1059,206,1874477.73
CME1060,185,9865065.84
CME1061,173,942009.46
CMF0001,0,0
CMF0003,0,0
CMF0004,709,6859270.84
CMF0005,531,656745.72
CMF0006,0,0
CMG0007,3717,227183.27
CMG0012,2471,2224592.29
CMG0017,716,6041346.31
CMG0018,0,0
CMG0019,709,1622444.54
CMH0003,0,0
CMH0004,1213,1955174.63
CMI0002,4291,5877187.84
CMI0019,4291,0
CMI0021,804,720652.66
CMI0028,4291,1737100.81
CMI0037,4291,23244968.57
CMI0039,4291,14969142.15
CMI0047,4291,5046510.64
CMI0053,4291,89469890.81
CMI0064,0,0
CMI0069,4290,1546211.75
CMI0073,0,0
CMI0079,4291,324988.98
CMI0080,4291,1014832.76
CMI0083,4250,5579707.01
CMI0084,4237,5561411.14
CMI0087,4131,25521753.71
CMI0089,0,0
CMI0090,4080,5176318.44
CMI0096,0,0
CMI0100,3800,8141317.48
CMI0101,3731,38695227.81
CMI0103,3611,3353247.75
CMI0107,3247,550467.72
CMI0109,3191,6233126.28
CMI0110,3143,9405.86
CMI0120,2896,2684498.5
CMI0123,0,0
CMI0127,2684,381910.2
CMI0129,2668,20368.9
CMI0130,2547,46450880.39
CMI0131,2523,682888.06
CMI0133,2434,3873660.43
CMI0135,2364,4447747.39
CMI0136,2325,1974237.3
CMI0138,2269,12119228.36
CMI0139,0,0
CMI0145,2109,24416064.12
CMI0146,2100,7158680.42
CMI0147,2090,1224293.05
CMI0149,2001,28969652.75
CMI0152,1890,1739439.89
CMI0154,1875,6705423.28
CMI0157,0,0
CMI0158,1654,23588380.7
CMI0159,1631,1711464.64
CMI0160,0,0
CMI0185,1419,3627751.8
CMI0186,0,0
CMI0190,1305,234258.38
CMI0191,1297,0
CMI0192,1272,0
CMI0193,1206,6323781.48
CMI0198,1121,9114466.75
CMI0200,1088,3409043.09
CMI0201,1058,3561344.8
CMI0202,1053,413376.16
CMI0204,918,51355.22
CMI0205,911,288435.04
CMI0206,883,3546889.88
CMI0208,869,9287705.2
CMI0209,869,822540.81
CMI0210,849,2733756.2
CMI0211,716,4037345.46
CMI0213,716,1405639.4
CMI0215,716,344816.26
CMI0216,710,923.56
CMI0217,716,7570623.66
CMI0218,716,9655361.18
CMI0219,0,0
CMI0223,628,911657.48
CMI0226,528,59640.64
CMI0227,510,2740669.54
CMI0228,506,1407288.06
CMI0230,485,783194.27
CMI0231,481,508654.53
CMI0232,0,0
CMI0233,0,0
CMI0234,422,268863.54
CMI0235,342,197600
CMI0236,0,0
CMI0237,322,7455762.08
CMI0238,0,0
CMI0239,266,42119.62
CMI0240,237,2328478.42
CMI0241,205,589913.57
CMI0242,201,5117397.79
CMI0243,183,2229778.96
CMI0244,174,1097571.21
CMI0246,140,1654100
CMI0247,139,691106.74
CMJ0003,4291,1619720.09
CMJ0007,0,0
CMJ0008,0,0
CMK0002,4291,98469911.39
CMK0023,2820,268.46
CMK0024,2727,12895264.8
CMK0025,2691,625.5
CMK0027,2485,34709464.13
CMK0031,1904,108334.78
CMK0032,0,0
CMK0033,0,0
CMK0037,1235,9436591.72
CMK0038,939,8995242.67
CMK0041,0,0
CMK0042,736,9016365.57
CMK0043,721,219010.58
CMK0044,710,39031.1
CMK0047,716,12790082.36
CMK0049,687,3450807.72
CMK0050,679,8432060.96
CMK0051,603,980251.94
CMK0052,0,0
CMK0053,0,0
CMK0054,0,0
CMK0055,149,116949.16
CML0010,716,1444561.36
CMM0003,4290,1265208.6
CMM0005,931,38738383.27
CMM0006,4291,1555871.07
CMM0007,4291,23675725.67
CMM0020,0,0
CMM0024,2206,159761712.6
CMM0025,2010,26294206.39
CMM0027,1515,5689465.13
CMM0030,385,5160698.78
CMM0031,231,14922573.07
CMM0033,143,449960.04
CMM0034,133,4456495.9
CMN0011,0,0
CMN0012,434,9816189.28
CMN0013,391,10339.56
CMN0014,153,559653.85
CMN0015,101,2811250.26
CMO0006,4291,1953782.49
CMO0022,4291,2776599.03
CMO0026,4291,54046799.34
CMO0033,4291,2365365.96
CMO0035,4291,4845019.36
CMO0039,4291,3074844.62
CMO0045,0,0
CMO0055,4291,547427.08
CMO0059,4291,278592.5
CMO0062,4291,16789418.9
CMO0069,0,0
CMO0089,4291,10745316.54
CMO0105,0,0
CMO0121,4291,19277456.84
CMO0123,4291,6386735.34
CMO0127,0,0
CMO0129,4268,39521532.19
CMO0130,4255,131253.42
CMO0132,0,0
CMO0143,0,0
CMO0144,3975,38648014.67
CMO0150,3729,1216244.65
CMO0154,3583,1635587.03
CMO0160,3366,1270504.24
CMO0161,3290,14337897.84
CMO0162,0,0
CMO0167,0,0
CMO0170,0,0
CMO0179,0,0
CMO0182,2670,13406.82
CMO0183,0,0
CMO0186,2613,9906886.6
CMO0189,2548,13211322.45
CMO0191,0,0
CMO0192,2486,2916355.38
CMO0202,2364,882256.71
CMO0206,2302,137308.4
CMO0207,0,0
CMO0211,2185,412963.48
CMO0214,2151,1085986.04
CMO0216,2142,9479986.66
CMO0218,2112,1101034.94
CMO0221,2058,2075601.7
CMO0222,2032,10908548.8
CMO0223,1904,1113586.53
CMO0226,0,0
CMO0231,1664,460654.28
CMO0233,1594,163925.76
CMO0235,1459,4361926.79
CMO0236,1428,46457936.43
CMO0238,1312,2936967.64
CMO0239,1225,4375.5
CMO0242,1158,3555246.4
CMO0253,1308,5746689.76
CMO0254,0,0
CMO0255,0,0
CMO0257,1140,1975000.84
CMO0259,1125,2213026.91
CMO0260,1087,202264.38
CMO0261,1059,5171476.37
CMO0262,0,0
CMO0263,1003,37850.94
CMO0264,999,1547779.77
CMO0265,993,8553998.32
CMO0268,969,17350383.12
CMO0269,946,930681.59
CMO0279,0,0
CMO0281,854,267804.47
CMO0282,0,0
CMO0283,839,9361784.73
CMO0285,0,0
CMO0286,0,0
CMO0287,0,0
CMO0288,785,11916617.86
CMO0296,716,11864006.83
CMO0297,0,0
CMO0300,0,0
CMO0301,0,0
CMO0304,0,0
CMO0308,716,13428005.04
CMO0309,716,12080137.34
CMO0312,0,0
CMO0317,0,0
CMO0319,0,0
CMO0320,602,65475.02
CMO0321,595,0
CMO0322,588,23687.18
CMO0323,0,0
CMO0324,561,1045695.71
CMO0325,553,3789537.51
CMO0326,548,1102278.2
CMO0327,537,1255279.94
CMO0328,0,0
CMO0329,519,5628977.06
CMO0331,0,0
CMO0332,0,0
CMO0333,442,1399386.65
CMO0334,442,2081192.38
CMO0335,429,6863962.02
CMO0336,416,5796.42
CMO0337,414,2891135.91
CMO0338,414,861679.02
CMO0339,0,0
CMO0340,388,1116034.92
CMO0341,360,532043.7
CMO0342,360,295810.78
CMO0343,342,6836447.68
CMO0344,335,8540.6
CMO0345,315,96801.78
CMO0346,309,28113621.04
CMO0347,307,800781.16
CMO0348,296,1281249.88
CMO0349,290,8693094.77
CMO0351,220,266707.74
CMO0352,210,3132648.34
CMO0353,187,1874392.48
CMO0354,177,1104552.4
CMO0355,164,498812.08
CMO0356,155,7373558.1
CMO0357,149,2657215.46
CMO0358,148,2749054.18
CMO0359,147,6249.94
CMO0360,146,8278849.97
CMO0364,112,1688244.95
CMP0001,4291,1703353.3
CMP0013,1681,22487.06
CMP0019,2078,5501265.95
CMP0022,1443,9433801.66
CMP0024,779,367052.63
CMP0025,0,0
CMP0028,339,388487.32
CMR0002,838,2187.24
CMR0003,4291,2770861.24
CMR0016,4291,3675033.47
CMR0017,4167,1840350.5
CMR0020,2899,23168.72
CMR0022,2186,10794773.61
CMR0024,2098,4018567.52
CMR0026,1788,30701810.86
CMR0030,0,0
CMR0037,1394,2790.78
CMR0038,1373,10626541.95
CMR0039,0,0
CMR0042,1186,2983604.37
CMR0044,0,0
CMR0045,881,728140.62
CMR0046,784,7218.74
CMR0047,782,2812092.58
CMR0053,702,15050.22
CMR0054,575,20690.2
CMR0055,549,148948.96
CMR0056,486,587828.61
CMR0057,379,2624062.85
CMR0058,294,2507878.98
CMR0060,187,824035.82
CMS0011,4291,0
CMS0021,4291,2660538.75
CMS0027,4230,9888123.69
CMS0034,2527,227666.77
CMS0035,2159,6994949.8
CMS0040,1517,396581.44
CMS0043,1388,487341.62
CMS0044,1312,175844.98
CMS0045,1248,6631449.63
CMS0046,1226,95548.24
CMS0047,1190,2187.24
CMS0048,962,8584827.01
CMS0049,870,658354.82
CMS0054,710,5407.84
CMS0059,0,0
CMS0060,706,4591389
CMS0063,623,26326.06
CMS0064,603,358417.96
CMS0065,584,20288707.1
CMS0066,519,927081.31
CMS0068,0,0
CMS0069,400,107250.76
CMS0070,329,6939.86
CMS0071,303,12545.34
CMS0072,302,26662.68
CMS0073,294,5531361.92
CMS0074,271,2514792.2
CMS0075,269,3130223.06
CMS0076,268,14588832.92
CMS0077,0,0
CMS0078,0,0
CMS0079,0,0
CMS0081,0,0
CMS0082,134,1804859.49
CMT0007,0,0
CMU0001,4291,7481256.52
CMU0003,0,0
CMU0007,4291,50119874.4
CMU0008,0,0
CMU0026,4291,43209008.87
CMU0029,0,0
CMU0032,4290,1625463.19
CMU0168,0,0
CMU0268,4291,7999336.6
CMU0273,4070,6669859.9
CMU0279,0,0
CMU0282,3439,16362100.24
CMU0288,0,0
CMU0294,2677,36734718.04
CMU0299,0,0
CMU0300,0,0
CMU0301,0,0
CMU0303,2032,0
CMU0305,1893,12590613.69
CMU0306,1882,641251.82
CMU0307,1827,91472.16
CMU0308,0,0
CMU0312,1574,53516966.98
CMU0314,1434,923296.52
CMU0315,0,0
CMU0318,1381,44338.4
CMU0320,0,0
CMU0323,0,0
CMU0324,1091,0
CMU0328,939,13572472.54
CMU0329,931,902982.68
CMU0331,836,844468.66
CMU0332,807,549272.14
CMU0335,716,393989.66
CMU0336,710,66043.68
CMU0337,716,20724265.92
CMU0338,710,18757.6
CMU0345,714,12452149.26
CMU0346,710,1523.36
CMU0347,0,0
CMU0348,709,2972970.34
CMU0350,709,3412820.16
CMU0352,691,2089157.57
CMU0355,630,18814286.17
CMU0357,603,2083411.45
CMU0358,589,0
CMU0359,0,0
CMU0360,0,0
CMU0361,540,6625989.11
CMU0362,0,0
CMU0363,0,0
CMU0364,476,1057683.62
CMU0365,476,2965073.92
CMU0366,442,4442589.06
CMU0367,425,51989570.26
CMU0368,420,1067747.94
CMU0369,0,0
CMU0370,394,2562062.22
CMU0371,370,2762537.19
CMU0372,264,801517.13
CMU0374,217,1416.5
CMU0375,208,528322.74
CMU0376,205,1551643.97
CMU0377,180,1726136.59
CMU0378,0,0
CMU0379,143,865360.28
CMV0006,0,0
CMV0007,1329,18258331.06
CMV0008,805,3617770.42
CMV0011,0,0
CMY0002,4290,7450113.56
CMY0012,2096,3316292.95
CMY0018,0,0
CMY0021,595,562798.28
CMY0022,429,2453609.01
CMY0023,335,3608360.1
CMY0024,237,1387936.38
CMY0025,237,1067520.18
CMY0027,150,779296.49
CNA0001,4291,701703.68
CNA0004,4291,101580406.4
CNA0006,4291,374877.52
CNA0007,4291,1958918.59
CNA0015,4291,2485761.35
CNA0021,0,0
CNA0056,4291,25511263.7
CNA0058,4291,41913531.06
CNA0078,4291,449718.44
CNA0096,4291,2740830.68
CNA0104,4291,26900633.54
CNA0124,2683,73006.32
CNA0247,4291,19208365.82
CNA0250,4291,9578630.67
CNA0254,4291,3185245.33
CNA0267,4291,1373814.41
CNA0289,4291,4584617.26
CNA0326,0,0
CNA0332,0,0
CNA0364,4291,454253.31
CNA0367,0,0
CNA0372,4268,4111499.08
CNA0373,4266,3458871.64
CNA0380,4160,1515199.74
CNA0383,4132,13561355.65
CNA0391,0,0
CNA0394,4042,1476524.54
CNA0401,3981,11188.91
CNA0403,3957,2804153.97
CNA0406,3915,6023590.79
CNA0408,3913,2338019.68
CNA0412,3859,2209129.81
CNA0414,3827,4996341.16
CNA0416,3804,292542.72
CNA0425,3615,379760.59
CNA0426,3585,27698978.39
CNA0428,3580,12990554.95
CNA0430,3541,4085740.07
CNA0433,3353,707949.88
CNA0438,3289,360054.66
CNA0446,3082,5459066.92
CNA0450,3001,20872984.71
CNA0517,2834,1200309.26
CNA0518,0,0
CNA0525,2654,36251.64
CNA0526,0,0
CNA0527,2641,16847247.7
CNA0535,2515,329695.03
CNA0536,2472,3587432.74
CNA0539,2395,16332.74
CNA0550,2254,2408974.69
CNA0552,2211,7640329.72
CNA0553,2186,11073381.21
CNA0554,0,0
CNA0555,2164,9358141.2
CNA0558,2128,84518.58
CNA0560,2110,18789971.06
CNA0561,2094,2990609.31
CNA0563,2089,3555556.46
CNA0565,2043,11160.2
CNA0570,1918,2388329.42
CNA0572,0,0
CNA0573,1907,1201157.84
CNA0574,1905,17686.58
CNA0576,1865,17101147.79
CNA0581,1828,29099262.72
CNA0582,0,0
CNA0583,1815,251020.98
CNA0584,0,0
CNA0585,1814,305638.98
CNA0586,1805,2812380.34
CNA0587,1800,2013626.04
CNA0588,1799,5318644.3
CNA0589,1785,25325834.15
CNA0595,1743,4652934.14
CNA0598,1725,10265045.81
CNA0600,0,0
CNA0603,1692,576707.77
CNA0604,0,0
CNA0605,1662,11315975.37
CNA0608,1616,8268290.62
CNA0610,1604,1742956.52
CNA0611,0,0
CNA0612,1577,176540.64
CNA0613,1541,253556.34
CNA0617,1510,6104039.05
CNA0620,1480,1746879.92
CNA0632,0,0
CNA0637,1394,6275255.34
CNA0638,0,0
CNA0653,0,0
CNA0654,1370,2343774.74
CNA0655,1363,6573708.4
CNA0656,1361,30792335.63
CNA0657,1357,12739984.02
CNA0659,1340,4055023.48
CNA0660,1338,2128318.84
CNA0663,1329,43741.38
CNA0664,1328,4495681.09
CNA0667,1317,8527183.68
CNA0668,1297,639904.96
CNA0673,0,0
CNA0674,1241,3389898.2
CNA0675,1238,5298060.16
CNA0676,1233,4042299.97
CNA0678,1224,46242.44
CNA0679,1199,22375.66
CNA0680,1183,4351548.69
CNA0683,1174,410795.88
CNA0684,1156,10288922.81
CNA0685,0,0
CNA0687,1084,68893650.77
CNA0688,1083,465241.44
CNA0689,1077,1897033.8
CNA0690,1074,673276.9
CNA0691,1071,15056525.97
CNA0695,1028,4000762.95
CNA0696,1024,3941227.78
CNA0697,0,0
CNA0698,1017,3556963.39
CNA0699,1014,1567687.33
CNA0700,1007,1745345.08
CNA0702,997,154924.62
CNA0703,997,22874.12
CNA0704,0,0
CNA0705,0,0
CNA0708,974,10070423.79
CNA0711,929,421746.92
CNA0712,923,1626648.84
CNA0713,922,22675488.97
CNA0715,0,0
CNA0716,882,38982.94
CNA0717,881,4206552.14
CNA0718,863,306534.85
CNA0720,843,197302.48
CNA0723,839,117476.25
CNA0725,827,0
CNA0726,821,252251.5
CNA0728,811,11449637.36
CNA0730,807,871238.48
CNA0731,793,375834.64
CNA0732,782,404231.44
CNA0733,780,2496361.78
CNA0734,776,7749620.57
CNA0735,0,0
CNA0736,756,185404.22
CNA0738,736,6105121.85
CNA0739,720,0
CNA0749,710,6832.32
CNA0751,716,8797317.74
CNA0752,0,0
CNA0755,710,3687.02
CNA0758,0,0
CNA0761,710,5390.38
CNA0762,716,2873351.64
CNA0767,0,0
CNA0770,0,0
CNA0771,716,16477726.28
CNA0773,716,2224191.6
CNA0776,0,0
CNA0777,0,0
CNA0779,0,0
CNA0782,0,0
CNA0784,716,8172734.89
CNA0785,0,0
CNA0786,716,1788607.95
CNA0791,716,3615865.84
CNA0795,0,0
CNA0798,0,0
CNA0799,0,0
CNA0800,0,0
CNA0802,700,13512946.92
CNA0803,696,0
CNA0804,696,811101.15
CNA0806,0,0
CNA0807,667,606195.05
CNA0810,638,7049139.99
CNA0811,628,76067.84
CNA0812,622,8706.24
CNA0813,622,-0.06
CNA0814,616,310409.03
CNA0815,615,3996063.28
CNA0816,605,129191.44
CNA0817,0,0
CNA0818,598,4013319.66
CNA0819,596,1640067.36
CNA0820,595,2831565.84
CNA0821,584,6622842.12
CNA0822,583,2187487.52
CNA0824,583,1222202.1
CNA0825,583,1017761.64
CNA0826,576,85895.48
CNA0827,0,0
CNA0828,569,4628.9
CNA0829,567,1622810.34
CNA0830,566,123672.04
CNA0831,566,274973.3
CNA0834,0,0
CNA0835,548,0
CNA0836,541,4287858.97
CNA0837,540,3389274.02
CNA0838,0,0
CNA0839,533,10914842.07
CNA0840,528,521886.36
CNA0841,0,0
CNA0842,519,4815501
CNA0843,514,4480649.08
CNA0844,0,0
CNA0845,505,126878.44
CNA0846,0,0
CNA0847,483,67179159.89
CNA0848,476,0
CNA0850,0,0
CNA0851,454,5639673.48
CNA0852,449,13205493.34
CNA0853,449,861051.8
CNA0854,443,3739595.36
CNA0855,0,0
CNA0856,442,7850589.2
CNA0857,0,0
CNA0858,426,5403447.34
CNA0859,0,0
CNA0860,420,5954189.69
CNA0861,0,0
CNA0862,388,2725962.95
CNA0863,387,143756.8
CNA0864,0,0
CNA0865,383,1999854.92
CNA0866,367,4616228.92
CNA0867,367,25551
CNA0869,359,3550748.48
CNA0871,357,6621
CNA0872,349,4584.82
CNA0873,342,5260139.39
CNA0874,337,205384.87
CNA0875,336,1865497.38
CNA0877,324,561661.92
CNA0878,317,23493938.25
CNA0879,302,19836355.41
CNA0880,299,8926321.26
CNA0881,294,1462913.66
CNA0882,0,0
CNA0883,292,948873.39
CNA0884,290,17407563.32
CNA0885,288,2861288.49
CNA0886,283,19293301.64
CNA0887,280,862923.4
CNA0888,274,3841384.74
CNA0889,268,364804.46
CNA0890,265,352589.4
CNA0892,254,1083459.26
CNA0893,252,5157322.42
CNA0895,251,83416348.79
CNA0896,248,539601.64
CNA0898,227,194663.78
CNA0899,220,72055.16
CNA0900,0,0
CNA0901,218,2277122.8
CNA0903,212,496250.03
CNA0904,0,0
CNA0905,209,1248798.82
CNA0906,184,1196577.12
CNA0907,0,0
CNA0908,142,8647424.83
CNA0909,140,4349.78
CNA0912,0,0
CNC0003,4291,17966322.82
CNC0007,4291,25671146.94
CNC0008,4291,31369279.26
CNC0010,0,0
CNC0011,3061,553578.76
CNC0014,2406,148914.44
CNC0021,603,55065968.52
CNC0022,0,0
CNC0023,476,12144152.26
CNC0024,428,150548.34
CNC0025,346,25177.28
CNC0026,258,1139859.26
CNC0027,203,1709205.7
CND0002,0,0
CND0005,1794,112109.8
CND0006,0,0
CNE0005,4291,12224748.55
CNE0010,936,10601.64
CNE0029,0,0
CNE0031,4291,43396417.11
CNE0038,4291,27423166.16
CNE0040,4291,2631132.21
CNE0045,897,2097588.63
CNE0067,4290,8884991.1
CNE0068,4291,10262262.43
CNE0072,4291,3179773.4
CNE0073,0,0
CNE0081,4291,1231425.26
CNE0085,4291,3341084.82
CNE0108,4291,5239592.06
CNE0124,4291,973831.46
CNE0134,4291,9075842.55
CNE0146,0,0
CNE0151,4290,641826.38
CNE0157,4291,5329482.42
CNE0167,4168,28833597.94
CNE0174,4049,16301867.61
CNE0175,4045,13048577.86
CNE0178,4005,2332547.2
CNE0179,0,0
CNE0183,3936,694187.92
CNE0193,3799,7094403.69
CNE0196,3752,192048.43
CNE0207,3431,454420.62
CNE0211,3262,12519591.19
CNE0213,3248,137041.32
CNE0214,3248,84293680.96
CNE0215,3244,223079.56
CNE0218,2981,18955397.19
CNE0226,2956,7821707.32
CNE0232,0,0
CNE0284,2856,1516342.95
CNE0286,0,0
CNE0287,2764,10447290.37
CNE0301,2620,11937072.99
CNE0309,0,0
CNE0313,0,0
CNE0316,2336,3410412.68
CNE0318,2331,1339632.62
CNE0320,2220,32775182.06
CNE0322,0,0
CNE0327,2171,94741891.7
CNE0333,2080,2721390.72
CNE0334,0,0
CNE0561,1946,7467415.75
CNE0564,1870,1319730.62
CNE0566,1861,5125895.49
CNE0567,1853,5438617.19
CNE0569,0,0
CNE0572,1755,683416.96
CNE0575,1722,44913.94
CNE0579,0,0
CNE0581,1604,402349.14
CNE0583,1542,0
CNE0585,0,0
CNE0586,0,0
CNE0588,1491,66678431.27
CNE0589,1482,49400
CNE0592,1455,378849.02
CNE0593,1454,4915953.72
CNE0594,0,0
CNE0599,1145,25652727.19
CNE0611,1419,0
CNE0613,1210,3041991.42
CNE0619,1367,1550961.04
CNE0620,0,0
CNE0621,1330,2820941.48
CNE0625,1238,1363701.84
CNE0626,1233,1684130.22
CNE0629,1210,0
CNE0631,1087,45921.64
CNE0632,1202,4249439.91
CNE0633,1176,6260138.08
CNE0637,1129,1017473.19
CNE0638,1116,8354382.3
CNE0639,1056,11691525.75
CNE0640,1039,1291510.27
CNE0641,1036,73335.34
CNE0642,1025,1928846.48
CNE0643,0,0
CNE0644,1008,747421.61
CNE0645,1000,760138.94
CNE0647,968,353780.56
CNE0648,0,0
CNE0649,0,0
CNE0650,934,8927695.93
CNE0652,931,0
CNE0654,909,12604126.95
CNE0655,897,1148069.46
CNE0656,0,0
CNE0658,870,5938938.4
CNE0659,0,0
CNE0661,864,29786.38
CNE0662,0,0
CNE0663,0,0
CNE0664,833,364446.56
CNE0665,813,36655357.95
CNE0666,811,3141335.64
CNE0667,0,0
CNE0668,807,4426101.62
CNE0669,807,739819.76
CNE0670,782,1485459.4
CNE0671,782,1394039.62
CNE0677,710,21647.98
CNE0678,716,590982.76
CNE0679,0,0
CNE0680,716,2812020.62
CNE0687,710,20418.9
CNE0688,716,195787.62
CNE0692,716,2316953.06
CNE0693,716,9191203.12
CNE0695,710,14786.58
CNE0698,0,0
CNE0699,716,1191828.9
CNE0701,710,3155
CNE0705,0,0
CNE0706,716,1683353.64
CNE0708,716,6480823.42
CNE0710,0,0
CNE0714,716,27191819.07
CNE0722,716,5186111.98
CNE0724,0,0
CNE0725,710,12597.36
CNE0727,716,0
CNE0729,710,13471.24
CNE0730,716,227046
CNE0733,0,0
CNE0734,716,5906520.78
CNE0735,715,95220.3
CNE0736,0,0
CNE0738,709,3319784.16
CNE0743,709,4396487.66
CNE0753,709,25120.64
CNE0754,0,0
CNE0757,692,67498.22
CNE0758,687,5244300.3
CNE0760,687,1545569.1
CNE0761,679,1307688.18
CNE0762,659,19961671.29
CNE0764,643,689135.93
CNE0765,604,9228329.01
CNE0767,603,13197.94
CNE0769,591,2668651.06
CNE0770,587,119342.94
CNE0771,0,0
CNE0772,574,31499.98
CNE0774,0,0
CNE0775,548,1125931.72
CNE0776,542,527070.96
CNE0777,539,7881392.07
CNE0778,0,0
CNE0779,532,7598470.11
CNE0780,523,11943.76
CNE0781,518,5336444.48
CNE0782,514,308010.71
CNE0783,0,0
CNE0785,504,5099160.7
CNE0786,491,2382996.4
CNE0788,0,0
CNE0789,479,25788.84
CNE0790,475,1387324.1
CNE0791,0,0
CNE0792,0,0
CNE0793,444,445388.3
CNE0795,421,1297309.78
CNE0796,414,2705044.87
CNE0797,400,1028526.72
CNE0798,395,8013022.07
CNE0800,386,360989.86
CNE0801,0,0
CNE0802,356,380973.4
CNE0803,351,583269.5
CNE0804,344,29871972.51
CNE0805,334,1899495.66
CNE0806,330,4756702.58
CNE0808,316,1492.5
CNE0809,316,44920206.08
CNE0810,303,122747.82
CNE0811,302,887513.54
CNE0812,287,1118594.4
CNE0813,0,0
CNE0814,269,381729.88
CNE0815,265,911973.42
CNE0816,262,5152511.13
CNE0817,262,29858437.02
CNE0818,260,15577.96
CNE0819,231,12205511.67
CNE0820,0,0
CNE0822,217,1364134.8
CNE0824,216,6468796.62
CNE0825,213,31850745
CNE0826,206,5117256.29
CNE0827,0,0
CNE0828,202,1661964.2
CNE0829,195,1202358.22
CNE0830,183,70824.73
CNE0832,0,0
CNE0833,168,2730244.96
CNE0834,163,689541.12
CNE0835,150,12238538.11
CNE0836,142,2125190.24
CNE0837,139,711502.64
CNE0838,133,647011.2
CNE0842,125,245256.88
CNE0844,115,40550.87
CNE0845,114,99049.9
CNE0846,113,424283.89
CNG0005,0,0
CNH0004,906,114891.3
CNI0012,4291,2627015.1
CNI0079,4290,563431.26
CNI0081,4291,211186.97
CNI0082,4291,1652584.75
CNI0089,4291,12715451.51
CNI0096,4257,0
CNI0105,4070,10763751.6
CNI0106,4055,152588942.4
CNI0114,3801,28018205.95
CNI0115,2701,28783369.04
CNI0116,0,0
CNI0244,0,0
CNI0245,0,0
CNI0246,3207,1509839.16
CNI0247,0,0
CNI0310,0,0
CNI0319,2327,3031.36
CNI0320,2184,35022617.07
CNI0326,0,0
CNI0327,1909,17126565.1
CNI0331,1697,8411723.23
CNI0334,1578,2711044.63
CNI0337,1423,108666.55
CNI0348,0,0
CNI0352,1388,3616750.8
CNI0354,1371,5078078
CNI0355,1358,3900040.22
CNI0358,1233,1189865.86
CNI0362,1147,196865.63
CNI0363,1044,503651.56
CNI0364,0,0
CNI0365,1023,20915004.61
CNI0366,997,68197.5
CNI0368,937,727453.45
CNI0369,0,0
CNI0370,0,0
CNI0371,0,0
CNI0372,787,8131964.01
CNI0373,0,0
CNI0374,0,0
CNI0375,724,286750.42
CNI0378,716,1805490.08
CNI0379,716,3007360.74
CNI0380,716,112963407.6
CNI0381,716,899919.62
CNI0389,703,3683039.17
CNI0390,702,867399.18
CNI0391,700,0
CNI0392,0,0
CNI0393,659,524900.2
CNI0395,517,1151660.49
CNI0396,0,0
CNI0397,0,0
CNI0398,474,1404948.06
CNI0399,456,2113936.44
CNI0400,455,2139837.36
CNI0401,446,739827.81
CNI0402,0,0
CNI0403,399,66019.02
CNI0404,379,1505589.78
CNI0405,0,0
CNI0407,346,8803311.86
CNI0408,0,0
CNI0409,335,313644.56
CNI0410,334,3455664.67
CNI0411,332,1819600.29
CNI0412,318,1169481.22
CNI0413,315,1039968.64
CNI0414,0,0
CNI0415,301,294871.16
CNI0416,279,7300137.9
