Customer Code,DaysPresent,Revenue
CFA0079,1088,6660924.76
CFA0080,968,7593333.25
CFA0081,947,655506.84
CFA0082,917,22968.66
CFA0085,813,1522666.38
CFA0088,716,460440.5
CFA0093,716,6636594.02
CFA0094,716,1624487.22
CFA0095,716,2065411.56
CFA0096,716,705908.06
CFA0102,709,15431055.23
CFA0103,709,691451.96
CFA0104,0,0
CFA0107,0,0
CFA0108,659,3290754.68
CFA0110,590,3053396.73
CFA0111,573,43189.81
CFA0112,567,178987.16
CFA0114,485,1482008.4
CFA0115,482,8542956.06
CFA0116,476,6794203.15
CFA0117,360,703146
CFA0118,0,0
CFA0119,329,4417508.43
CFA0121,302,1016554.16
CFA0123,174,1138321.17
CFA0124,143,4323482.5
CFA0125,142,131627.2
CFA0126,133,531373.96
CFE0008,0,0
CFE0009,0,0
CFE0013,0,0
CFE0066,0,0
CFE0070,0,0
CFE0073,0,0
CFE0074,0,0
CFI0013,4290,1857636.87
CFI0024,0,0
CFI0028,1420,0
CFI0040,1357,4518212.63
CFI0044,698,4128533.14
CFI0046,505,397369.31
CFI0047,357,22543178.61
CFI0050,169,534090.46
CFI0051,148,6427475.16
CFL0010,2947,8893.74
CFL0013,1755,13961561.99
CFL0014,1755,11061420.26
CFL0016,1755,7493880.6
CFL0017,1606,6083391.47
CFL0018,0,0
CFL0023,1029,15094070.74
CFL0028,679,545388.12
CFL0029,679,2337098.72
CFL0030,597,138407.5
CFL0031,597,3430486.34
CFL0037,0,0
CFL0038,0,0
CFL0039,0,0
CFL0040,254,22734596.41
CFL0041,254,13997395.22
CFL0042,254,13455366.26
CFL0044,254,4950045.28
CFL0046,254,593873.66
CFL0047,254,6654931.57
CFL0048,252,6033458.7
CFL0050,252,2683158.76
CFL0052,213,91213.66
CFL0054,213,74358.44
CFM0002,1136,0
CFO0006,4290,1986659.45
CFO0009,0,0
CFO0020,0,0
CFO0039,1630,3194128.41
CFO0048,533,2087162.79
CFO0050,0,0
CFO0051,0,0
CFO0052,327,6369845.41
CFO0053,324,778177.87
CFO0054,217,5288789.59
CFR0006,4291,9031015.94
CFR0014,4291,3443681.93
CFR0018,4291,22800
CFR0019,0,0
CFR0028,3075,0
CFR0030,0,0
CFR0032,2708,179006.14
CFR0033,2438,1546970.92
CFR0037,1489,47580553.14
CFR0038,1464,8555692.6
CFR0042,1199,325485.51
CFR0043,869,0
CFR0045,762,4652267.97
CFR0049,716,22386117.15
CFR0051,0,0
CFR0052,716,206123.64
CFR0055,710,26174.36
CFR0057,710,42692.66
CFR0061,710,224.74
CFR0063,0,0
CFR0066,709,1641469.04
CFR0067,702,22682.82
CFR0069,688,1440238.05
CFR0071,603,1588346.34
CFR0072,0,0
CFR0074,518,6467587.79
CFR0075,414,6888421.31
CFR0076,409,285271.83
CFR0077,384,13061.52
CFR0078,294,11046340.01
CFS0002,2522,898536.85
CFU0002,1154,5793180.39
CFU0005,999,2985028.36
CFU0021,999,974339.62
CFU0022,997,579902.37
CFU0023,997,506435.6
CFU0024,997,4423033.35
CFU0028,997,119816.2
CFU0029,996,131139.88
CFU0030,996,4683901.61
CFU0031,996,935804.71
CFU0032,996,334390.66
CFU0037,996,364376.41
CFU0038,996,3374072.33
CFU0043,0,0
CFU0045,0,0
CFU0047,0,0
CFU0048,0,0
CFU0050,0,0
CFU0051,237,8644329.42
CFU0053,0,0
CFU0054,202,1792705.78
CGA0001,4291,64184954.02
CGA0002,4291,1777768.57
CGA0004,4291,14954322.75
CGA0006,4291,17337394.66
CGA0022,4291,884987.28
CGA0025,4290,1443572.44
CGA0031,0,0
CGA0032,4291,83057799.39
CGA0035,4291,1001876.31
CGA0055,0,0
CGA0075,4291,254276.78
CGA0101,4291,8024571.36
CGA0115,4291,0
CGA0124,4291,574181.19
CGA0138,0,0
CGA0146,4291,559611.37
CGA0169,4291,1739371.18
CGA0170,4291,227622.1
CGA0191,4188,16604101.67
CGA0192,0,0
CGA0193,4160,2917067.94
CGA0197,4143,1746898.13
CGA0198,4130,7100781.61
CGA0214,3940,11215986.2
CGA0223,3885,24028747.58
CGA0224,3879,12593131.8
CGA0228,0,0
CGA0230,3722,0
CGA0231,3631,804319.5
CGA0233,3611,19992772.22
CGA0234,3563,158169.47
CGA0235,3499,0
CGA0236,3464,57464134.3
CGA0239,3439,8417138.88
CGA0240,3433,97691.44
CGA0241,3433,17166560.3
CGA0243,3381,930443.96
CGA0252,0,0
CGA0253,3080,1450427.52
CGA0255,3067,2140597.42
CGA0261,2913,781649.62
CGA0262,2837,42510852.31
CGA0264,2818,3938635.37
CGA0266,2795,4527941.17
CGA0268,2708,47368.64
CGA0269,0,0
CGA0274,2638,9959911.94
CGA0277,0,0
CGA0278,0,0
CGA0285,2406,123992803.4
CGA0286,2399,267627.16
CGA0288,2363,789615.87
CGA0289,2352,29562620.96
CGA0297,2192,1922207.5
CGA0299,0,0
CGA0300,2183,4664420.03
CGA0302,0,0
CGA0305,0,0
CGA0308,2122,934352.94
CGA0311,2099,79791.59
CGA0315,0,0
CGA0318,1935,6183329.1
CGA0319,1926,1031.36
CGA0321,1913,8850134.59
CGA0322,1896,1861962.26
CGA0323,1855,1843630.6
CGA0324,1816,5512039.45
CGA0325,1785,8909894.16
CGA0330,0,0
CGA0331,0,0
CGA0334,1703,3451486.93
CGA0337,1680,1519187.11
CGA0338,1653,19050185.5
CGA0340,0,0
CGA0341,1631,6991518.05
CGA0342,1612,61302342.89
CGA0345,1601,1831155.34
CGA0346,0,0
CGA0347,1582,367783.22
CGA0348,0,0
CGA0349,1539,7781161.22
CGA0352,0,0
CGA0353,1483,736441.2
CGA0354,0,0
CGA0355,1408,734221.16
CGA0356,1391,14091502.63
CGA0357,1368,236640.66
CGA0358,0,0
CGA0359,0,0
CGA0360,0,0
CGA0361,1343,0
CGA0366,1265,9080156.38
CGA0367,1212,4456717.09
CGA0368,1196,9375.62
CGA0369,1190,1102232.42
CGA0370,0,0
CGA0373,0,0
CGA0376,1099,25252762.35
CGA0377,1093,161453.36
CGA0378,1078,0
CGA0379,0,0
CGA0381,0,0
CGA0383,1055,240936.74
CGA0384,1055,8716556.31
CGA0385,1037,780672.06
CGA0386,1009,11505732.67
CGA0387,994,533232.84
CGA0388,993,2973600.65
CGA0389,0,0
CGA0390,944,385369.96
CGA0391,937,1936232.93
CGA0392,926,861546.25
CGA0394,911,3587100.11
CGA0396,903,980396.45
CGA0397,869,3143447.71
CGA0398,0,0
CGA0399,840,7837032.44
CGA0401,0,0
CGA0402,779,3316434.34
CGA0403,779,8116464.69
CGA0404,752,256183.76
CGA0405,722,10950427.35
CGA0406,722,7273399.3
CGA0408,716,117037805.9
CGA0412,710,13490.2
CGA0414,710,28425.14
CGA0415,0,0
CGA0421,716,159353047.6
CGA0429,710,31895.34
CGA0430,716,4454798.08
CGA0435,709,29603.56
CGA0441,700,71314758.53
CGA0442,696,871855.38
CGA0443,687,226781.28
CGA0444,0,0
CGA0447,597,847305.18
CGA0450,591,423293.56
CGA0452,575,381039.2
CGA0453,0,0
CGA0454,0,0
CGA0456,566,2519931.72
CGA0459,537,52880.4
CGA0460,0,0
CGA0461,0,0
CGA0462,0,0
CGA0463,521,6814846.01
CGA0464,0,0
CGA0465,0,0
CGA0466,510,1194549.24
CGA0467,507,1606825.4
CGA0468,504,27011526.54
CGA0469,0,0
CGA0470,498,1741867.01
CGA0471,492,7307303.61
CGA0472,479,36485.52
CGA0473,479,9619567.31
CGA0474,475,187246837.9
CGA0475,451,0
CGA0476,0,0
CGA0477,416,13603389.57
CGA0478,0,0
CGA0479,414,53864576.15
CGA0480,0,0
CGA0481,0,0
CGA0482,0,0
CGA0483,0,0
CGA0485,0,0
CGA0486,0,0
CGA0487,353,5838995.03
CGA0488,0,0
CGA0489,337,872929.64
CGA0490,0,0
CGA0491,318,2241259.48
CGA0493,315,6112336.59
CGA0494,303,9343806.68
CGA0496,300,3556022.61
CGA0497,297,395903.62
CGA0498,295,7815808.98
CGA0499,294,4917421.49
CGA0500,294,160583.88
CGA0501,265,1750615.7
CGA0502,244,13032418.69
CGA0504,218,739256.3
CGA0505,208,2833797.86
CGA0506,191,19025442.68
CGA0507,191,41348.28
CGA0508,190,269321.1
CGA0509,187,170704.92
CGA0510,183,3060871.19
CGA0511,174,682921.14
CGA0512,156,65115.16
CGA0513,142,113906.33
CGA0514,139,5242082.9
CGA0518,111,1295383.84
CGA0520,110,1372395.5
CGB0004,484,3527688.6
CGB0005,331,27003717.24
CGC0008,0,0
CGD0001,826,18759497.25
CGD0003,4291,1063258.67
CGD0007,0,0
CGD0008,1235,2237430
CGD0009,1025,0
CGD0010,0,0
CGD0011,512,12471939.95
CGD0012,443,26418424.27
CGE0030,4291,33405290.34
CGE0033,4291,5897753.8
CGE0034,4291,2973520.44
CGE0055,4291,11447061.21
CGE0064,4291,1055426.47
CGE0066,0,0
CGE0070,4291,14566242.44
CGE0076,0,0
CGE0123,3811,1333035.82
CGE0141,2963,1937.22
CGE0151,0,0
CGE0164,2122,6644966.97
CGE0167,0,0
CGE0187,1335,1268366.43
CGE0190,0,0
CGE0191,1239,72653787.17
CGE0192,1206,8992104.43
CGE0196,988,2214119.36
CGE0197,0,0
CGE0202,0,0
CGE0207,714,780485.87
CGE0211,605,2006767.78
CGE0212,0,0
CGE0214,594,379386.52
CGE0215,0,0
CGE0217,0,0
CGE0218,0,0
CGE0219,0,0
CGE0221,430,6686260.93
CGE0222,427,8421255.14
CGE0224,377,5965524.95
CGE0226,0,0
CGE0227,317,1610618.05
CGE0228,0,0
CGE0229,282,697262.29
CGE0230,280,623992.6
CGE0233,227,9278.94
CGE0234,0,0
CGE0235,216,11950.48
CGE0236,143,2514796.65
CGF0001,1330,923790.24
CGH0003,0,0
CGH0007,0,0
CGH0011,4291,19246144.5
CGH0013,0,0
CGH0024,2677,1454076.73
CGH0027,2090,7563533.17
CGH0028,2000,3215731.45
CGH0030,1612,90954.48
CGH0033,750,4446768.82
CGH0034,0,0
CGH0038,0,0
CGH0040,0,0
CGH0041,574,2278.78
CGH0042,556,964288.21
CGH0043,308,3521299.57
CGH0044,296,2887213.69
CGH0045,206,1028074.36
CGI0031,2988,22262332.09
CGI0033,2835,9378385.47
CGI0035,2427,2730274.26
CGI0036,2362,9916369.84
CGI0037,2276,29927117.99
CGI0040,1938,9900622.2
CGI0041,1771,24765636.19
CGI0042,0,0
CGI0043,1609,2006967.99
CGI0044,1555,328428.79
CGI0049,1063,40483113.48
CGI0050,1030,579689.58
CGI0051,915,1416821.43
CGI0053,826,85680.44
CGI0060,709,45261773.14
CGI0061,709,4396401.54
CGI0062,549,465083.12
CGI0064,514,1519657.44
CGI0065,513,2800875.25
CGI0066,504,2212.72
CGI0067,475,10439.8
CGI0068,0,0
CGI0069,400,6580420.44
CGI0070,360,1513491.44
CGI0071,328,6075828.96
CGI0072,225,2649783.27
CGI0073,199,2760706.47
CGI0075,111,263211.14
CGJ0002,0,0
CGK0004,1695,447802.63
CGK0012,2336,26964.54
CGK0015,1429,129604.93
CGK0018,759,0
CGK0020,716,184229.14
CGK0021,710,450.5
CGK0023,528,16420.68
CGK0024,520,3733954.91
CGK0025,474,3201197.18
CGK0026,282,21948217.82
CGK0027,111,618737.4
CGL0030,4164,32318973.87
CGL0036,3746,3998180.4
CGL0043,2698,11186149.98
CGL0050,2091,121844030.9
CGL0053,1907,1381569.75
CGL0055,0,0
CGL0058,0,0
CGL0060,0,0
CGL0068,0,0
CGL0071,782,296766.06
CGL0073,0,0
CGL0079,710,0
CGL0080,710,5098.16
CGL0084,716,2665841.64
CGL0085,716,5140508.86
CGL0087,710,28288.24
CGL0088,0,0
CGL0090,716,458140.09
CGL0091,707,8982409.04
CGL0092,695,37435.2
CGL0095,629,928648.33
CGL0100,380,18770451.32
CGL0101,0,0
CGL0102,315,3446717.88
CGL0103,295,688303.38
CGL0104,0,0
CGL0105,0,0
CGL0106,251,9968461.84
CGL0107,0,0
CGL0109,192,2659105.81
CGL0111,182,6523714.89
CGL0112,164,4536.88
CGL0113,140,92250.04
CGM0002,4290,1868804.17
CGM0003,4291,3577728.44
CGM0006,4101,4427160.8
CGM0007,3492,20082324.02
CGM0013,1095,26150246.44
CGM0014,1020,12060.3
CGM0015,994,78912.7
CGM0016,749,1886868.5
CGN0001,1367,675425.46
CGN0003,0,0
CGN0004,716,23481075.6
CGN0006,716,18983596.68
CGN0008,534,1800
CGN0009,0,0
CGN0010,262,880692.43
CGN0011,138,143317.79
CGO0006,4291,5907400.4
CGO0023,4291,5423462.15
CGO0027,4291,100772524.3
CGO0033,4291,187447549.2
CGO0043,4291,1110218.93
CGO0047,4291,12481044.67
CGO0057,4291,6163259.37
CGO0061,4290,5163366.25
CGO0073,4291,34040.62
CGO0077,4291,8715323.49
CGO0093,4291,2320647.23
CGO0094,4291,4420745.36
CGO0099,4291,108372.16
CGO0105,4291,3705794.99
CGO0111,4291,2099170.36
CGO0114,4291,2575370.86
CGO0116,0,0
CGO0123,4291,17945005.17
CGO0134,4291,7926122.99
CGO0135,4291,4265347.59
CGO0140,4290,14765543.35
CGO0144,4291,1609532.34
CGO0152,0,0
CGO0155,0,0
CGO0158,4227,3824743.49
CGO0161,4168,3572926.75
CGO0162,4164,5910232.59
CGO0166,4083,13897892.1
CGO0172,3975,20636657.09
CGO0173,3975,28525599
CGO0175,3913,5055864.82
CGO0176,3893,120599.9
CGO0177,3860,14886414.44
CGO0179,3674,6263934.76
CGO0180,3548,33438676.34
CGO0185,3410,15792078.02
CGO0186,3346,5546430.5
CGO0194,0,0
CGO0196,3104,1771314
CGO0197,3099,1371815.86
CGO0200,2972,129524.54
CGO0202,0,0
CGO0203,2864,2945723.99
CGO0211,0,0
CGO0220,2617,24236742.68
CGO0221,2614,4032526.95
CGO0223,0,0
CGO0224,2455,0
CGO0225,2423,815834.89
CGO0226,0,0
CGO0227,2362,556104.58
CGO0230,0,0
CGO0232,0,0
CGO0235,2029,10156706.5
CGO0237,2000,15001193.84
CGO0239,1969,116919.52
CGO0243,1876,9944117.5
CGO0247,1823,0
CGO0248,0,0
CGO0251,1736,7307355.51
CGO0255,1732,118003733.1
CGO0268,1463,27019410.79
CGO0297,1366,1066566.9
CGO0298,1364,2378424.05
CGO0299,1336,15659866.54
CGO0300,0,0
CGO0301,0,0
CGO0303,1326,1251492.5
CGO0306,0,0
CGO0307,1283,18783817.93
CGO0312,1150,10898609.31
CGO0314,1119,52329.88
CGO0316,1052,6285686.92
CGO0317,0,0
CGO0318,1003,456359.63
CGO0319,967,4234.03
CGO0322,939,945647.4
CGO0323,922,870771.52
CGO0324,881,6342291.63
CGO0325,863,2443447.27
CGO0326,861,440783.06
CGO0327,848,1040855.24
CGO0328,840,372991.56
CGO0329,833,257806.2
CGO0330,829,24810.14
CGO0331,0,0
CGO0332,825,14062245.73
CGO0333,811,0
CGO0335,786,325873.39
CGO0336,755,15755680.17
CGO0338,716,9218201.34
CGO0340,716,1196132.5
CGO0342,716,5601409.04
CGO0346,716,506664.66
CGO0349,716,1756563.6
CGO0355,706,17199542.75
CGO0360,674,186614.33
CGO0361,631,15543.94
CGO0365,582,4798131.38
CGO0366,570,22490782.48
CGO0367,567,132066.5
CGO0368,562,0
CGO0369,558,1170303.23
CGO0370,551,7128323.66
CGO0371,0,0
CGO0372,535,3191964.2
CGO0373,535,14990785.88
CGO0374,0,0
CGO0377,498,0
CGO0378,0,0
CGO0379,0,0
CGO0380,485,1719820.18
CGO0381,475,1562260.62
CGO0382,0,0
CGO0383,451,3485216.69
CGO0384,442,495497.78
CGO0385,0,0
CGO0386,400,12483427.06
CGO0387,399,537255.44
CGO0388,0,0
CGO0389,0,0
CGO0390,386,10664325.15
CGO0391,0,0
CGO0392,384,18462159.35
CGO0393,360,1914712.26
CGO0394,0,0
CGO0395,353,6765.78
CGO0397,344,13648149.92
CGO0399,0,0
CGO0400,300,776429.14
CGO0401,297,8137879.84
CGO0402,0,0
CGO0403,295,750532.86
CGO0404,295,2769079.77
CGO0410,251,472451.72
CGO0411,245,8095776.46
CGO0412,240,1852576.26
CGO0413,237,1459535.44
CGO0414,236,1653969.15
CGO0415,0,0
CGO0416,206,526352.4
CGO0419,174,2590652.44
CGO0420,170,716880.66
CGO0422,147,3811625.92
CGO0423,143,5785876.23
CGO0424,143,2408494.07
CGO0425,143,5162237.46
CGP0007,2479,44921.98
CGP0010,1324,311918.63
CGP0011,1210,1200699.04
CGP0012,566,18542.28
CGP0013,0,0
CGP0014,425,41783978.18
CGP0015,0,0
CGP0016,236,5702837.36
CGP0018,136,677125.36
CGR0019,4291,117030.53
CGR0036,4291,4169659.5
CGR0041,4291,82203867.03
CGR0043,4290,2624252.8
CGR0044,0,0
CGR0058,0,0
CGR0063,1892,32296647.34
CGR0064,1855,1142310.12
CGR0068,0,0
CGR0071,1519,0
CGR0072,0,0
CGR0094,0,0
CGR0097,0,0
CGR0105,0,0
CGR0106,1116,3784863.33
CGR0108,1066,1447377.65
CGR0110,1038,605647.83
CGR0112,0,0
CGR0113,843,720151.48
CGR0114,833,484476.17
CGR0115,821,229267.86
CGR0117,765,11611939.75
CGR0118,749,4845817.34
CGR0119,719,1330739.16
CGR0123,0,0
CGR0124,716,23588305.78
CGR0125,716,2945486
CGR0131,628,8922797.24
CGR0132,603,1830361.53
CGR0133,0,0
CGR0134,576,2846151.09
CGR0136,568,897187.92
CGR0137,0,0
CGR0138,0,0
CGR0140,0,0
CGR0141,0,0
CGR0142,0,0
CGR0143,336,5427375.06
CGR0144,318,2849756.81
CGR0145,267,11429621.65
CGR0146,0,0
CGR0148,261,2127727.02
CGR0149,261,397967.8
CGR0150,261,1007494.97
CGR0152,0,0
CGR0153,241,4076544.24
CGR0154,241,1039879.32
CGR0155,213,1869356.42
CGR0160,202,5940524.59
CGR0161,0,0
CGR0162,142,129489.79
CGS0004,0,0
CGS0005,1210,2202979.53
CGS0007,1179,468940.92
CGS0017,0,0
CGS0018,3023,984200.04
CGS0019,2623,345020393.9
CGS0024,1485,91680.46
CGS0030,591,2740087.1
CGS0031,497,62316.02
CGS0032,449,56562.46
CGS0033,420,41667.7
CGU0003,4291,6614177.13
CGU0004,4290,4098124.01
CGU0007,4291,55636942.76
CGU0012,4291,35287954.72
CGU0015,4291,1124733.37
CGU0027,4291,65609199.29
CGU0030,4291,5498138.96
CGU0034,4291,2746357.95
CGU0035,4291,5197920.9
CGU0037,4291,2135331.2
CGU0038,4290,1367672.52
CGU0229,4290,2018672.25
CGU0235,0,0
CGU0249,4291,12829625.43
CGU0259,4291,9286251.98
CGU0261,0,0
CGU0262,4291,2901353.05
CGU0266,4291,16293993.43
CGU0267,0,0
CGU0277,4291,3080847.29
CGU0281,4291,8998052.98
CGU0284,4291,864060.9
CGU0290,0,0
CGU0291,4291,1830485.92
CGU0299,4195,14775070.64
CGU0307,4072,0
CGU0312,3985,24371661.92
CGU0319,0,0
CGU0321,0,0
CGU0323,0,0
CGU0330,3375,12101470.27
CGU0331,3256,51274866.3
CGU0336,2927,4790167.03
CGU0337,0,0
CGU0340,2829,3151022.89
CGU0342,2818,827866.52
CGU0343,0,0
CGU0349,2623,19238776.93
CGU0350,2614,4871528.48
CGU0351,0,0
CGU0352,2562,3454028.35
CGU0353,2558,12861340.11
CGU0361,2425,1567752.49
CGU0364,2403,954668.67
CGU0371,2247,23430248.1
CGU0372,2172,27267.11
CGU0373,2120,6731146.18
CGU0374,0,0
CGU0376,2058,8993197.9
CGU0382,1746,1031.38
CGU0383,1725,2210408.47
CGU0384,1662,38807.7
CGU0386,1603,5404798.76
CGU0391,1486,22159431.86
CGU0392,1430,516492.36
CGU0393,1429,281739.7
CGU0394,1421,4202472
CGU0407,1373,11738944.55
CGU0413,1063,891830.82
CGU0414,1044,25119682
CGU0415,1024,2014758.53
CGU0417,972,7783.8
CGU0418,0,0
CGU0419,951,4198998.53
CGU0420,0,0
CGU0421,913,4434039.08
CGU0423,0,0
CGU0424,884,4452009.61
CGU0426,827,1188527.74
CGU0427,818,0
CGU0428,0,0
CGU0429,785,2612943.93
CGU0430,757,579550.47
CGU0431,749,5573066.23
CGU0432,701,2802583.13
CGU0433,0,0
CGU0435,607,6144060.4
CGU0436,591,1315218.32
CGU0437,589,0
CGU0440,558,2791094.18
CGU0441,0,0
CGU0442,512,4394605.29
CGU0443,496,6029401.43
CGU0444,484,471816.9
CGU0445,484,11705659.01
CGU0446,465,0
CGU0448,400,1214508.7
CGU0449,386,1519908.76
CGU0450,0,0
CGU0451,365,1749584.87
CGU0452,359,6348617.76
CGU0453,358,5048569.68
CGU0454,354,623561.13
CGU0456,299,8430922.81
CGU0457,294,882086.34
CGU0458,244,5812.68
CGU0459,201,6803894.83
CGU0461,142,80214.48
CGU0462,129,207250.5
CGU2167,0,0
CGU2168,716,12015217.16
CGU2170,710,10336.14
CGU2173,710,31200.98
CGU2174,716,1736539.94
CGU2180,716,255001465.3
CGU2185,0,0
CGU2188,716,8699757.48
CGU2189,0,0
CGU2192,716,16230831.5
CGU2193,710,4256.12
CGU2195,716,67499709.07
CGU2196,710,35801.44
CGU2200,710,76349.82
CGU2201,716,96190397.62
CGU2203,709,16324042.55
CGU2209,636,902591.01
CGU2211,614,675063.52
CGU2213,595,1438991.16
CGU2215,552,0
CGU2216,514,181390.82
CGU2217,0,0
CGU2218,414,4908221.1
CGU2219,394,5450.64
CGU2220,393,11670596.98
CGU2221,384,7872.08
CGU2222,374,823480.34
CGU2224,339,5147.08
CGU2225,336,1533596.93
CGU2226,275,7009.96
CGU2227,261,1849426.04
CGU2228,218,800754.72
CGU2229,0,0
CGU2230,125,1483276.78
CGV0009,0,0
CGV0010,0,0
CGY0002,0,0
CGY0003,4069,24296042.35
CGY0007,0,0
CGY0008,853,16372136.04
CGY0009,287,1847656.41
CGY0010,220,1204006.66
CGY0011,154,1888942.35
CHA0003,4291,23796682.65
CHA0032,4291,85798082.74
CHA0177,0,0
CHA0186,0,0
CHA0190,0,0
CHA0191,4291,3146773.73
CHA0204,4291,24219683.44
CHA0205,0,0
CHA0263,4291,14708043.56
CHA0944,0,0
CHA0945,4291,2365353.4
CHA0958,4165,14625257.19
CHA0963,4090,8683570.31
CHA0967,0,0
CHA0968,3976,1846894.07
CHA0975,0,0
CHA0990,3068,0
CHA0991,3001,833444.28
CHA0992,2856,17469331.18
CHA0993,2806,6774397.48
CHA1002,0,0
CHA1003,2644,815432.91
CHA1007,2200,6677847.14
CHA1009,1983,4689877.05
CHA1081,0,0
CHA1107,0,0
CHA1115,0,0
CHA1128,0,0
CHA1383,0,0
CHA1384,0,0
CHA1387,2591,3323390.2
CHA1389,0,0
CHA1391,2470,5825395.31
CHA1393,0,0
CHA1394,2193,17354930.15
CHA1397,2080,62321171.49
CHA1401,1941,11019655.43
CHA1405,1795,126781.38
CHA1407,1755,18785810.3
CHA1410,0,0
CHA1415,0,0
CHA1417,1386,765060.9
CHA1418,1360,5151065.12
CHA1419,1360,6832896.55
CHA1426,0,0
CHA1428,1210,92987.64
CHA1430,1184,468737.72
CHA1432,1139,170752169.4
CHA1433,0,0
CHA1434,1116,14864520.58
CHA1436,0,0
CHA1440,1056,20103920.79
CHA1443,944,414804.53
CHA1444,941,250248.23
CHA1445,934,48945.8
CHA1447,932,683500.21
CHA1448,931,779683.14
CHA1449,929,24466521.88
CHA1451,0,0
CHA1455,853,1231695.88
CHA1456,0,0
CHA1459,0,0
CHA1460,786,8435859.64
CHA1461,0,0
CHA1462,777,1562269.31
CHA1463,762,702521.16
CHA1464,759,114063.44
CHA1465,0,0
CHA1467,722,1065439.06
CHA1468,720,2233769.68
CHA1469,695,18559.06
CHA1470,679,83934.86
CHA1471,0,0
CHA1473,0,0
CHA1476,605,141408.54
CHA1477,604,7413797.73
CHA1478,604,3198641.09
CHA1479,0,0
CHA1480,0,0
CHA1481,582,7406268.89
CHA1482,569,10555910.13
CHA1484,0,0
CHA1485,520,4066.94
CHA1486,0,0
CHA1487,513,257456.28
CHA1488,0,0
CHA1489,0,0
CHA1490,474,47416.87
CHA1491,465,921718.98
CHA1492,0,0
CHA1495,415,276324.75
CHA1496,373,91875.96
CHA1497,358,1576853.48
CHA1498,353,1684196.48
CHA1500,335,2151563.58
CHA1501,332,97565.86
CHA1502,329,7517817.93
CHA1503,318,584831.26
CHA1504,293,2160360.88
CHA1505,289,44048.08
CHA1506,289,64886.21
CHA1507,289,122870.89
CHA1508,281,72599.93
CHA1509,265,776942.41
CHA1510,261,808296.49
CHA1511,217,2294802.77
CHA1512,185,657355.29
CHA1513,176,4606768.57
CHA1514,175,372564.4
CHA1517,0,0
CHA1800,0,0
CHA1801,0,0
CHA1810,0,0
CHA1900,0,0
CHA1923,1421,2663262.9
CHA1924,1359,1801359.88
CHA1925,0,0
CHA1926,0,0
CHA1927,877,97091.38
CHA1929,874,9678555.69
CHA1930,560,28271822.09
CHA1936,0,0
CHA1937,253,1161804.88
CHA1938,247,2849441.6
CHA1941,184,276860.62
CHA1942,174,10881.66
CHA3500,0,0
CHA3621,0,0
CHA3901,0,0
CHA3902,0,0
CHA4577,0,0
CHA7001,0,0
CHA7107,716,690239.62
CHA7115,0,0
CHA7116,716,3645610.44
CHA7117,0,0
CHA7118,0,0
CHA7119,710,17340.46
CHA7121,716,2011553.36
CHA7126,0,0
CHA7129,716,2535317.96
CHA7130,710,44656.64
CHA7135,710,10028.64
CHA7136,716,19444947.7
CHA7139,709,30950423.19
CHA7140,0,0
CHA7141,702,1336810
CHA7142,617,3909811.22
CHB0011,2549,16401.71
CHB0012,0,0
CHB0013,0,0
CHB0014,0,0
CHB0015,716,119498.48
CHB0016,0,0
CHC0016,0,0
CHD0002,2914,1804237.7
CHD0005,0,0
CHD0007,486,873509.26
CHE0001,4291,11711841.93
CHE0040,3342,2534462.87
CHE0044,0,0
CHE0045,0,0
CHE0097,2254,9866371.81
CHE0098,2124,1270954
CHE0102,1960,1990.68
CHE0107,1682,287601.66
CHE0108,1654,27178241.22
CHE0110,1456,2552227.88
CHE0115,1408,3681032.81
CHE0116,0,0
CHE0117,1276,0
CHE0121,1025,6656826.34
CHE0123,833,0
CHE0126,786,5129186.01
CHE0127,0,0
CHE0128,0,0
CHE0129,724,4019427.26
CHE0131,0,0
CHE0134,568,3716998.42
CHE0135,406,21535.2
CHE0136,380,5633565.85
CHE0137,363,3177213.72
CHE0138,359,5940843.99
CHE0139,350,1725141.53
CHE0140,344,3144590.3
CHE0141,344,21271914.81
CHE0142,324,514540.91
CHE0143,283,2529068.77
CHE0145,251,1952275.99
CHE0146,0,0
CHE0147,239,165655.95
CHE0148,187,3668500.06
CHE0149,177,768903.3
CHH0002,689,5499097.57
CHI0008,4290,1968044.42
CHI0027,0,0
CHI0030,4291,103899162.8
CHI0073,4291,13884778.08
CHI0083,4290,43359388.27
CHI0084,4291,45857729.64
CHI0096,4291,4269595.85
CHI0106,4290,1571401.97
CHI0110,4291,13541067.02
CHI0114,4291,7185139.14
CHI0119,4291,84702748.37
CHI0130,4291,6043038.42
CHI0132,4291,7162200.55
CHI0139,4109,18239004.23
CHI0142,4101,16281135.76
CHI0149,3992,11778719.75
CHI0151,3919,0
CHI0152,0,0
CHI0156,0,0
CHI0159,3499,54286964.09
CHI0171,3065,54631.38
CHI0176,2913,395722.86
CHI0177,2886,10550288.22
CHI0180,2798,6845445.61
CHI0182,2735,0
CHI0185,2637,25511936.11
CHI0188,2508,8521854.02
CHI0192,0,0
CHI0197,2229,8187.18
CHI0198,2220,537444.04
CHI0200,2214,21340706.31
CHI0201,2193,2440523.62
CHI0202,0,0
CHI0206,2053,18817.16
CHI0209,1935,16539221.96
CHI0212,1848,1634.81
CHI0214,1820,2195887.32
CHI0215,1785,7004811.44
CHI0217,1722,10886217.5
